Mod:Item:MetaData, Localized Name
customnpcs:npcCarpentyBench:0, Mesa de Carpintaria
customnpcs:npcCarpentyBench:1, Bigorna
customnpcs:npcMailbox:0, Mailbox
customnpcs:npcMailbox:1, Mailbox
customnpcs:npcWaypoint, Location Quest Block
customnpcs:npcBorder, Border
customnpcs:npcScripted, Scripted Block
customnpcs:npcBloodBlock, Bloco de Sangue
customnpcs:npcBanner:0, Banner
customnpcs:npcBanner:1, Banner
customnpcs:npcBanner:2, Banner
customnpcs:npcBanner:3, Banner
customnpcs:npcBanner:4, Banner
customnpcs:npcWallBanner:0, Wall Banner
customnpcs:npcWallBanner:1, Wall Banner
customnpcs:npcWallBanner:2, Wall Banner
customnpcs:npcWallBanner:3, Wall Banner
customnpcs:npcWallBanner:4, Wall Banner
customnpcs:npcTallLamp:0, Tall Lamp
customnpcs:npcTallLamp:1, Tall Lamp
customnpcs:npcTallLamp:2, Tall Lamp
customnpcs:npcTallLamp:3, Tall Lamp
customnpcs:npcTallLamp:4, Tall Lamp
customnpcs:npcShortLamp:0, Short Lamp
customnpcs:npcShortLamp:1, Short Lamp
customnpcs:npcShortLamp:2, Short Lamp
customnpcs:npcShortLamp:3, Short Lamp
customnpcs:npcShortLamp:4, Short Lamp
customnpcs:npcChair:0, Chair
customnpcs:npcChair:1, Chair
customnpcs:npcChair:2, Chair
customnpcs:npcChair:3, Chair
customnpcs:npcChair:4, Chair
customnpcs:npcChair:5, Chair
customnpcs:npcCrate:0, Crate
customnpcs:npcCrate:1, Crate
customnpcs:npcCrate:2, Crate
customnpcs:npcCrate:3, Crate
customnpcs:npcCrate:4, Crate
customnpcs:npcCrate:5, Crate
customnpcs:npcWeaponRack:0, Weapon Rack
customnpcs:npcWeaponRack:1, Weapon Rack
customnpcs:npcWeaponRack:2, Weapon Rack
customnpcs:npcWeaponRack:3, Weapon Rack
customnpcs:npcWeaponRack:4, Weapon Rack
customnpcs:npcWeaponRack:5, Weapon Rack
customnpcs:npcCouchWool:0, Wool Couch
customnpcs:npcCouchWool:1, Wool Couch
customnpcs:npcCouchWool:2, Wool Couch
customnpcs:npcCouchWool:3, Wool Couch
customnpcs:npcCouchWool:4, Wool Couch
customnpcs:npcCouchWool:5, Wool Couch
customnpcs:npcCouchWood:0, Wooden Couch
customnpcs:npcCouchWood:1, Wooden Couch
customnpcs:npcCouchWood:2, Wooden Couch
customnpcs:npcCouchWood:3, Wooden Couch
customnpcs:npcCouchWood:4, Wooden Couch
customnpcs:npcCouchWood:5, Wooden Couch
customnpcs:npcTable:0, Wooden Table
customnpcs:npcTable:1, Wooden Table
customnpcs:npcTable:2, Wooden Table
customnpcs:npcTable:3, Wooden Table
customnpcs:npcTable:4, Wooden Table
customnpcs:npcTable:5, Wooden Table
customnpcs:npcStool:0, Stool
customnpcs:npcStool:1, Stool
customnpcs:npcStool:2, Stool
customnpcs:npcStool:3, Stool
customnpcs:npcStool:4, Stool
customnpcs:npcStool:5, Stool
customnpcs:npcPlaceholder:0, Placeholder
customnpcs:npcPlaceholder:1, Placeholder
customnpcs:npcPlaceholder:2, Placeholder
customnpcs:npcPlaceholder:3, Placeholder
customnpcs:npcPlaceholder:4, Placeholder
customnpcs:npcPlaceholder:5, Placeholder
customnpcs:npcPlaceholder:6, Placeholder
customnpcs:npcPlaceholder:7, Placeholder
customnpcs:npcPlaceholder:8, Placeholder
customnpcs:npcPlaceholder:9, Placeholder
customnpcs:npcPlaceholder:10, Placeholder
customnpcs:npcPlaceholder:11, Placeholder
customnpcs:npcPlaceholder:12, Placeholder
customnpcs:npcPlaceholder:13, Placeholder
customnpcs:npcPlaceholder:14, Placeholder
customnpcs:npcPlaceholder:15, Placeholder
customnpcs:npcBigSign, Big Sign
customnpcs:npcBarrel:0, Barrel
customnpcs:npcBarrel:1, Barrel
customnpcs:npcBarrel:2, Barrel
customnpcs:npcBarrel:3, Barrel
customnpcs:npcBarrel:4, Barrel
customnpcs:npcBarrel:5, Barrel
customnpcs:npcTombstone:0, Tombstone
customnpcs:npcTombstone:1, Tombstone
customnpcs:npcTombstone:2, Tombstone
customnpcs:npcShelf:0, Shelf
customnpcs:npcShelf:1, Shelf
customnpcs:npcShelf:2, Shelf
customnpcs:npcShelf:3, Shelf
customnpcs:npcShelf:4, Shelf
customnpcs:npcShelf:5, Shelf
customnpcs:npcSign:0, Sign
customnpcs:npcSign:1, Sign
customnpcs:npcSign:2, Sign
customnpcs:npcSign:3, Sign
customnpcs:npcSign:4, Sign
customnpcs:npcSign:5, Sign
customnpcs:npcBeam:0, Beam
customnpcs:npcBeam:1, Beam
customnpcs:npcBeam:2, Beam
customnpcs:npcBeam:3, Beam
customnpcs:npcBeam:4, Beam
customnpcs:npcBeam:5, Beam
customnpcs:npcBook, Livro
customnpcs:npcPedestal:0, Pedestal
customnpcs:npcPedestal:1, Pedestal
customnpcs:npcPedestal:2, Pedestal
customnpcs:npcPedestal:3, Pedestal
customnpcs:npcPedestal:4, Pedestal
customnpcs:npcCrystalBlock:0, Cristal
customnpcs:npcCrystalBlock:1, Cristal
customnpcs:npcCrystalBlock:2, Cristal
customnpcs:npcCrystalBlock:3, Cristal
customnpcs:npcCrystalBlock:4, Cristal
customnpcs:npcCrystalBlock:5, Cristal
customnpcs:npcCrystalBlock:6, Cristal
customnpcs:npcCrystalBlock:7, Cristal
customnpcs:npcCrystalBlock:8, Cristal
customnpcs:npcCrystalBlock:9, Cristal
customnpcs:npcCrystalBlock:10, Cristal
customnpcs:npcCrystalBlock:11, Cristal
customnpcs:npcCrystalBlock:12, Cristal
customnpcs:npcCrystalBlock:13, Cristal
customnpcs:npcCrystalBlock:14, Cristal
customnpcs:npcCrystalBlock:15, Cristal
customnpcs:npcCampfire, Campfire
customnpcs:npcLamp, Lantern
customnpcs:npcCandle, Candle
customnpcs:npcCampfireUnlit, Campfire
customnpcs:npcLampUnlit, Candle
customnpcs:npcCandleUnlit, Lantern
DraconicEvolution:xRayBlock, Distortion Flame
DraconicEvolution:weatherController, Weather Controller
DraconicEvolution:sunDial, Sun Dial
DraconicEvolution:draconiumOre, Draconium Ore
DraconicEvolution:grinder, Mob Grinder
DraconicEvolution:potentiometer, Potentiometer
DraconicEvolution:rainSensor, Rain Sensor
DraconicEvolution:particleGenerator, Particle Generator
DraconicEvolution:playerDetector, Player Detector
DraconicEvolution:playerDetectorAdvanced, Advanced Player Detector
DraconicEvolution:energyInfuser, Energy Infuser
DraconicEvolution:customSpawner, Stabilized Mob Spawner
DraconicEvolution:generator, Generator
DraconicEvolution:energyStorageCore, Energy Core
DraconicEvolution:earth, Earth
DraconicEvolution:draconium:0, Draconium Block
DraconicEvolution:draconium:1, Resurrection Stone
DraconicEvolution:draconium:2, Charged Draconium Block
DraconicEvolution:invisibleMultiblock, Energy Core
DraconicEvolution:energyPylon, Energy Pylon
DraconicEvolution:placedItem, Placed Item
DraconicEvolution:safetyFlame, Safety Flame
DraconicEvolution:cKeyStone:0, Creative Key Stone
DraconicEvolution:cKeyStone:1, Creative Key Stone
DraconicEvolution:cKeyStone:2, Creative Key Stone
DraconicEvolution:cKeyStone:3, Creative Key Stone
DraconicEvolution:dissEnchanter, Disenchanter
DraconicEvolution:teleporterStand, Dislocator Pedestal
DraconicEvolution:draconiumChest, Draconic Chest
DraconicEvolution:draconicBlock, Awakened Draconium Block
DraconicEvolution:energyCrystal:0, Energy Relay
DraconicEvolution:energyCrystal:1, Advanced Energy Relay
DraconicEvolution:energyCrystal:2, Energy Transceiver
DraconicEvolution:energyCrystal:3, Advanced Energy Transceiver
DraconicEvolution:energyCrystal:4, Wireless Energy Transceiver
DraconicEvolution:energyCrystal:5, Advanced Wireless Transceiver
DraconicEvolution:infusedObsidian, Draconium Infused Obsidian
DraconicEvolution:dislocatorReceptacle, Dislocator Receptacle
DraconicEvolution:portal, Portal
DraconicEvolution:reactorCore, Draconic Reactor Core
DraconicEvolution:flowGate:0, Flux Gate
DraconicEvolution:flowGate:6, Fluid Gate
DraconicEvolution:reactorStabilizer, Reactor Stabilizer
DraconicEvolution:reactorEnergyInjector, Reactor Energy Injector
DraconicEvolution:chaosCrystal, Chaos Crystal
DraconicEvolution:upgradeModifier, Upgrade Modifier
DraconicEvolution:dislocatorInhibitor, Dislocator Inhibitor
DraconicEvolution:longRangeDislocator:1, Admin Dislocator
DraconicEvolution:chaosShardAtmos, Chaos Shard
wizardry:arcane_workbench, Arcane Workbench
wizardry:crystal_ore, Crystal Ore
wizardry:petrified_stone, Petrified Stone
wizardry:ice_statue, Ice Statue
wizardry:magic_light, tile.magicLight.name
wizardry:crystal_flower, Crystal Flower
wizardry:snare, Snare
wizardry:transportation_stone, Stone of Transportation
wizardry:spectral_block, Spectral Block
wizardry:crystal_block, Crystal Block
wizardry:meteor, Unnamed Block, report to mod author.
wizardry:vanishing_cobweb, tile.vanishingCobweb.name
Eln:Eln.ghostBlock, Unnamed Block, report to mod author.
Eln:Eln.lightBlock, Unnamed Block, report to mod author.
Eln:Eln.SixNode:128, Haste de Aterramento
Eln:Eln.SixNode:136, Cruzamentos de Cabos
Eln:Eln.SixNode:192, Energia Criativo
Eln:Eln.SixNode:193, Sinal Criativo
Eln:Eln.SixNode:194, Current Source
Eln:Eln.SixNode:2048, Cabo de Sinal
Eln:Eln.SixNode:2052, Cabo de Baixa Tensao
Eln:Eln.SixNode:2056, Cabo de Media Tensao
Eln:Eln.SixNode:2060, Cabo de Alta Tensao
Eln:Eln.SixNode:2064, Cabo de Extrema Alta Tensao
Eln:Eln.SixNode:2072, Creative Cable
Eln:Eln.SixNode:2068, Barramento Cabo de Sinal
Eln:Eln.SixNode:2112, Low Current Cable
Eln:Eln.SixNode:2113, Medium Current Cable
Eln:Eln.SixNode:2114, High Current Cable
Eln:Eln.SixNode:3073, Cabo termico de Cobre
Eln:Eln.SixNode:4096, Soquete Projetor Fixo para Lampada
Eln:Eln.SixNode:4097, Soquete Projetor Regulavel para Lampada
Eln:Eln.SixNode:4100, Soquete Robusto para Lampada
Eln:Eln.SixNode:4101, Soquete Plano para Lampada
Eln:Eln.SixNode:4102, Soquete para Lampada
Eln:Eln.SixNode:4103, Soquete para Lampada Fluorescente
Eln:Eln.SixNode:4104, Poste de Iluminacao
Eln:Eln.SixNode:4105, Soquete Lateral para Lampada
Eln:Eln.SixNode:4108, Soquete Suspenso para Lampada
Eln:Eln.SixNode:4109, Soquete Suspenso Comprido para Lampada
Eln:Eln.SixNode:4111, Luz de Emergencia 50V
Eln:Eln.SixNode:4112, Luz de Emergencia 200V
Eln:Eln.SixNode:4113, Suspended Lamp Socket (No Swing)
Eln:Eln.SixNode:4114, Long Suspended Lamp Socket (No Swing)
Eln:Eln.SixNode:4160, QDL
Eln:Eln.SixNode:4224, Carregador Lento de Baterias 50V
Eln:Eln.SixNode:4225, Carregador de Baterias 50V
Eln:Eln.SixNode:4228, Carregador de Baterias 200V
Eln:Eln.SixNode:4289, Tomada 50V
Eln:Eln.SixNode:4290, Tomada 200V
Eln:Eln.SixNode:5888, Receptor de Sinal sem Fio
Eln:Eln.SixNode:5896, Transmissor de Sinal sem Fio
Eln:Eln.SixNode:5904, Repetidor de Sinal sem Fio
Eln:Eln.SixNode:5952, Monitor de Registro
Eln:Eln.SixNode:5953, Monitor de Registro Moderno
Eln:Eln.SixNode:5954, Monitor de Registro Industrial
Eln:Eln.SixNode:6016, Rele de Baixa Tensao
Eln:Eln.SixNode:6017, Rele de Media Tensao
Eln:Eln.SixNode:6018, Rele de Alta Tensao
Eln:Eln.SixNode:6019, Rele de Extrema Alta Tensao
Eln:Eln.SixNode:6020, Rele de Sinal
Eln:Eln.SixNode:6080, Sinal Analogico
Eln:Eln.SixNode:6081, Interruptor de Sinal
Eln:Eln.SixNode:6088, Botao de Sinal
Eln:Eln.SixNode:6092, Botao sem Fio
Eln:Eln.SixNode:6096, Interruptor de Sinal sem Fio
Eln:Eln.SixNode:6144, Diodo 10A
Eln:Eln.SixNode:6145, Diodo 25A
Eln:Eln.SixNode:6152, Diodo de Sinal
Eln:Eln.SixNode:6176, Capacitor
Eln:Eln.SixNode:6178, Indutor
Eln:Eln.SixNode:6180, Resistor
Eln:Eln.SixNode:6181, Reostato
Eln:Eln.SixNode:6182, Termistor
Eln:Eln.SixNode:6212, Interruptor de Extrema Alta Tensao
Eln:Eln.SixNode:6208, Interruptor de Alta Tensao
Eln:Eln.SixNode:6209, Interruptor de Baixa Tensao
Eln:Eln.SixNode:6210, Interruptor de Media Tensao
Eln:Eln.SixNode:6272, Disjuntor
Eln:Eln.SixNode:6276, Medidor de Energia Eletrica
Eln:Eln.SixNode:6277, Medidor de Energia Eletrica Avancado
Eln:Eln.SixNode:6278, Soquete para Fusivel
Eln:Eln.SixNode:6400, Sonda Eletrica
Eln:Eln.SixNode:6401, Sonda de Tensao
Eln:Eln.SixNode:6464, Sonda Calor
Eln:Eln.SixNode:6465, Sonda Temperatura
Eln:Eln.SixNode:6528, Medidor Analogico
Eln:Eln.SixNode:6536, LED de Sinal
Eln:Eln.SixNode:6537, Multicolor LED vuMeter
Eln:Eln.SixNode:6592, Alarme Nuclear
Eln:Eln.SixNode:6593, Alarme Padrao
Eln:Eln.SixNode:6656, Sensor de Luz Solar
Eln:Eln.SixNode:6657, Sensor de Luz
Eln:Eln.SixNode:6660, Sensor de Clima do Tempo
Eln:Eln.SixNode:6664, Anemometro
Eln:Eln.SixNode:6668, Sensor de Presenca
Eln:Eln.SixNode:6669, Sensor de Fumaca
Eln:Eln.SixNode:6670, Detector de Fumaca
Eln:Eln.SixNode:6671, Escaneador
Eln:Eln.SixNode:6912, Conversor de Redstone para Sinal
Eln:Eln.SixNode:6913, Conversor de Sinal para Redstone
Eln:Eln.SixNode:6976, Temporizador
Eln:Eln.SixNode:6980, Processador de Sinal
Eln:Eln.SixNode:7424, Coletor de Resina de Arvore
Eln:Eln.SixNode:7492, Relogio Analogico
Eln:Eln.SixNode:7493, Relogio Digital
Eln:Eln.SixNode:7494, Digital Display
Eln:Eln.SixNode:7496, Tutorial
Eln:Eln.SixNode:7552, Porta Logica NAO
Eln:Eln.SixNode:7553, Porta Logica E
Eln:Eln.SixNode:7554, Porta Logica NE
Eln:Eln.SixNode:7555, Porta Logica OU
Eln:Eln.SixNode:7556, Porta Logica NOU
Eln:Eln.SixNode:7557, Porta Logica XOU
Eln:Eln.SixNode:7558, Porta Logica XNOU
Eln:Eln.SixNode:7559, Porta Logica PAL
Eln:Eln.SixNode:7560, Schmitt Trigger
Eln:Eln.SixNode:7561, Flip Flop D
Eln:Eln.SixNode:7562, Oscilador em Onda Quadrada
Eln:Eln.SixNode:7563, Flip Flop JK
Eln:Eln.SixNode:7936, Amplificador Operacional
Eln:Eln.SixNode:7937, Regulador PID
Eln:Eln.SixNode:7938, Oscilador Dente de Serra
Eln:Eln.SixNode:7939, Oscilador em Onda Seno
Eln:Eln.SixNode:7940, Amplificador
Eln:Eln.SixNode:7941, Amplificador Regulavel
Eln:Eln.SixNode:7942, Unidade de Soma Configuravel
Eln:Eln.SixNode:7943, Sample and hold
Eln:Eln.SixNode:7944, Filtro de Baixa Frequencia
Eln:Eln.SixNode:8000, Portable NaN (DEV ITEM)
Eln:Eln.TransparentNode:6183, Reostato com Dissipador Termico
Eln:Eln.TransparentNode:7495, Nixie Tube
Eln:Eln.TransparentNode:129, Variable DC-DC Converter
Eln:Eln.TransparentNode:130, Transformador T1
Eln:Eln.TransparentNode:192, Camara de Aquecimento
Eln:Eln.TransparentNode:193, Camara de Combustao
Eln:Eln.TransparentNode:257, Turbina Termica 50V
Eln:Eln.TransparentNode:264, Turbina Termica 200V
Eln:Eln.TransparentNode:265, Turbina a Vapor
Eln:Eln.TransparentNode:266, Gerador 3200V
Eln:Eln.TransparentNode:267, Turbina a Combustao
Eln:Eln.TransparentNode:268, Eixo
Eln:Eln.TransparentNode:269, Cruzamento de Eixos
Eln:Eln.TransparentNode:270, Volante
Eln:Eln.TransparentNode:271, Tacometro
Eln:Eln.TransparentNode:272, Motor de Partida 3200V
Eln:Eln.TransparentNode:273, Clutch
Eln:Eln.TransparentNode:274, Fixed Shaft
Eln:Eln.TransparentNode:275, Rotary Motor
Eln:Eln.TransparentNode:276, Crank Shaft
Eln:Eln.TransparentNode:448, Antena Transmissora de Baixa Tensao
Eln:Eln.TransparentNode:449, Antena Receptora de Baixa Tensao
Eln:Eln.TransparentNode:450, Antena Transmissora de Media Tensao
Eln:Eln.TransparentNode:451, Antena Receptora de Media Tensao
Eln:Eln.TransparentNode:452, Antena Transmissora de Alta Tensao
Eln:Eln.TransparentNode:453, Antena Receptora de Alta Tensao
Eln:Eln.TransparentNode:1024, Bateria 50V
Eln:Eln.TransparentNode:1025, Bateria Capacidade Melhorada
Eln:Eln.TransparentNode:1026, Bateria 200V
Eln:Eln.TransparentNode:1027, Bateria Corrente Melhorada
Eln:Eln.TransparentNode:1028, Bateria Vida Util Melhorada
Eln:Eln.TransparentNode:1029, Bateria Nao Recarregavel
Eln:Eln.TransparentNode:1030, Experimental Battery
Eln:Eln.TransparentNode:2048, Forno Eletrico
Eln:Eln.TransparentNode:2112, Macerador 50V
Eln:Eln.TransparentNode:2116, Macerador 200V
Eln:Eln.TransparentNode:2176, 800V Arc Furnace
Eln:Eln.TransparentNode:2240, Compressor 50V
Eln:Eln.TransparentNode:2244, Compressor 200V
Eln:Eln.TransparentNode:2304, 50V Magnetizer
Eln:Eln.TransparentNode:2308, 200V Magnetizer
Eln:Eln.TransparentNode:2368, Maquina de Placa 50V
Eln:Eln.TransparentNode:2372, Maquina de Placa 200V
Eln:Eln.TransparentNode:2624, Incubadora de Ovo 50V
Eln:Eln.TransparentNode:2688, Mineradora 800V
Eln:Eln.TransparentNode:3073, Pequeno Painel Solar
Eln:Eln.TransparentNode:3074, Pequeno Painel Solar Regulavel
Eln:Eln.TransparentNode:3075, Painel Solar 2x3
Eln:Eln.TransparentNode:3076, Painel Solar 2x3 Regulavel
Eln:Eln.TransparentNode:3136, Turbina eolica
Eln:Eln.TransparentNode:3152, Turbina Hidraulica
Eln:Eln.TransparentNode:4096, Dissipador Termico Passivo
Eln:Eln.TransparentNode:4128, Dissipador Termico 50V
Eln:Eln.TransparentNode:4130, Dissipador Termico 200V
Eln:Eln.TransparentNode:4160, Teletransportador Experimental
Eln:Eln.TransparentNode:4162, Thermal Heat Exchanger
Eln:Eln.TransparentNode:4224, Torre de Defesa 800V
Eln:Eln.TransparentNode:4289, Gerador a Combustivel 50V
Eln:Eln.TransparentNode:4290, Gerador a Combustivel 200V
Eln:Eln.TransparentNode:7875, Transformador T2
Eln:Eln.TransparentNode:7876, Poste de Transmissao
Eln:Eln.TransparentNode:7877, Poste com Transformador
Eln:Eln.TransparentNode:7878, Torre de Transmissao
Eln:Eln.TransparentNode:7879, Direct Utility Pole
Eln:Eln.TransparentNode:7880, Grid Switch
Eln:Eln.TransparentNode:4416, Christmas Tree
Eln:Eln.TransparentNode:4417, Holiday Candle
Eln:Eln.TransparentNode:4418, String Lights
Eln:Eln.TransparentNode:4480, Fabricator
Eln:Eln.Ore:1, Minerio de Cobre
Eln:Eln.Ore:4, Minerio de Chumbo
Eln:Eln.Ore:5, Minerio de Tungstenio
Eln:Eln.Ore:6, Minerio de Cinabrio
Eln:Eln.arc_clay_block, Arc Clay Block
Eln:Eln.arc_metal_block, Arc Metal Block
Eln:eln.EnergyConverter, Energy Exporter
Eln:eln.ElnProbe, Sonda Periferico CC/OC
EnderIO:blockStirlingGenerator, Gerador de Stirling
EnderIO:blockCombustionGenerator, Gerador a Combustão
EnderIO:blockZombieGenerator, Gerador Zumbi
EnderIO:blockFrankenzombieGenerator, Frank'N'Zombie Generator
EnderIO:blockEnderGenerator, Ender Generator
EnderIO:blockSolarPanel:0, Célula Fotovoltaica
EnderIO:blockSolarPanel:1, Célula Fotovoltaica Avançada
EnderIO:blockSolarPanel:2, Vibrant Photovoltaic Cell
EnderIO:blockSagMill, Moinho SAG
EnderIO:blockAlloySmelter, Fundidora de Ligas
EnderIO:blockCapBank:0, Banco de Capacitores Criativo
EnderIO:blockCapBank:1, Banco de Capacitores Básico
EnderIO:blockCapBank:1, Banco de Capacitores Básico
EnderIO:blockCapBank:2, Banco de Capacitores
EnderIO:blockCapBank:2, Banco de Capacitores
EnderIO:blockCapBank:3, Banco de Capacitores Vibrante
EnderIO:blockCapBank:3, Banco de Capacitores Vibrante
EnderIO:blockPainter, Máquina de Pintura
EnderIO:blockPaintedFence:0, Cerca Pintada
EnderIO:blockPaintedFenceGate:0, Portão Pintado
EnderIO:blockPaintedWall:0, Parede Pintada
EnderIO:blockPaintedStair:0, Painted Stairs
EnderIO:blockPaintedSlab:0, Laje Pintada
EnderIO:blockPaintedDoubleSlab:0, Laje Pintada
EnderIO:blockCrafter, Fabricador
EnderIO:blockPaintedGlowstone:0, Pedra Luminosa Pintada
EnderIO:blockPaintedCarpet:0, Carpete Pintado
EnderIO:blockVat, O Tonel
EnderIO:blockPowerMonitor, Monitor de Força
EnderIO:blockFarmStation, Estação de Cultivo
EnderIO:blockWirelessCharger, Carregador Sem-Fio
EnderIO:blockHyperCube, Transceptor Dimensional (Deprecado)
EnderIO:blockTank:0, Tanque de Fluidos
EnderIO:blockTank:1, Tanque de Fluidos Pressurizado
EnderIO:blockReservoir, Reservatório
EnderIO:blockVacuumChest, Baú Aspirador
EnderIO:blockTransceiver, Transceptor Dimensional
EnderIO:blockBuffer:0, Buffer de Itens
EnderIO:blockBuffer:1, Buffer de Energia
EnderIO:blockBuffer:2, OniBuffer
EnderIO:blockBuffer:3, Buffer Criativo
EnderIO:blockInventoryPanel, Inventory Panel
EnderIO:blockEnderIo, IO do Fim
EnderIO:blockTravelAnchor, Ãncora de Viagem
EnderIO:blockTelePad, Telepad Block
EnderIO:blockSliceAndSplice, Fatia-e-Emenda
EnderIO:blockSoulBinder, Vinculador de Almas
EnderIO:blockPoweredSpawner, Invocador Elétrico
EnderIO:blockKillerJoe, Joe Matador
EnderIO:blockAttractor, Obelisco Atraidor
EnderIO:blockSpawnGuard, Obelisco de Aversão
EnderIO:blockExperienceObelisk, Obelisco de Experiência
